Material_ID,Material_Name,Material_Class,Base_Fiber,Coating_Type,Weave_Pattern,Test_Environment,Areal_Density_gm2,Thickness_mm,Outgassing_TML_percent,Outgassing_CVCM_percent,Flammability_Rating,Thermal_Conductivity_Through_WmK,Thermal_Conductivity_InPlane_WmK,Tensile_Strength_MPa,Tensile_Modulus_GPa,Bulk_Density_kgm3,Max_Service_Temp_C,k_-100C_WmK,k_0C_WmK,k_23C_WmK,k_150C_WmK,k_200C_WmK,Notes,Data_Source
HP-NOMEX_410-PL-50,Nomex 410 fabric,Textile,Nomex 410,,Plain,Air,150.0,0.05,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PL-100,Nomex 410 fabric,Textile,Nomex 410,,Plain,Air,150.0,0.1,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PL-200,Nomex 410 fabric,Textile,Nomex 410,,Plain,Air,150.0,0.2,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PL-500,Nomex 410 fabric,Textile,Nomex 410,,Plain,Air,150.0,0.5,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-TW-50,Nomex 410 fabric,Textile,Nomex 410,,Twill,Air,180.0,0.05,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-TW-100,Nomex 410 fabric,Textile,Nomex 410,,Twill,Air,180.0,0.1,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-TW-200,Nomex 410 fabric,Textile,Nomex 410,,Twill,Air,180.0,0.2,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-TW-500,Nomex 410 fabric,Textile,Nomex 410,,Twill,Air,180.0,0.5,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-RI-50,Nomex 410 fabric,Textile,Nomex 410,,Ripstop,Air,160.0,0.05,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-RI-100,Nomex 410 fabric,Textile,Nomex 410,,Ripstop,Air,160.0,0.1,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-RI-200,Nomex 410 fabric,Textile,Nomex 410,,Ripstop,Air,160.0,0.2,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-RI-500,Nomex 410 fabric,Textile,Nomex 410,,Ripstop,Air,160.0,0.5,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-UD-50,Nomex 410 fabric,Textile,Nomex 410,,UD,Air,120.0,0.05,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-UD-100,Nomex 410 fabric,Textile,Nomex 410,,UD,Air,120.0,0.1,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-UD-200,Nomex 410 fabric,Textile,Nomex 410,,UD,Air,120.0,0.2,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-UD-500,Nomex 410 fabric,Textile,Nomex 410,,UD,Air,120.0,0.5,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-NO-50,Nomex 410 fabric,Textile,Nomex 410,,Nonwoven,Air,100.0,0.05,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-NO-100,Nomex 410 fabric,Textile,Nomex 410,,Nonwoven,Air,100.0,0.1,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-NO-200,Nomex 410 fabric,Textile,Nomex 410,,Nonwoven,Air,100.0,0.2,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-NO-500,Nomex 410 fabric,Textile,Nomex 410,,Nonwoven,Air,100.0,0.5,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PA-50,Nomex 410 fabric,Textile,Nomex 410,,Paper,Air,80.0,0.05,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PA-100,Nomex 410 fabric,Textile,Nomex 410,,Paper,Air,80.0,0.1,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PA-200,Nomex 410 fabric,Textile,Nomex 410,,Paper,Air,80.0,0.2,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_410-PA-500,Nomex 410 fabric,Textile,Nomex 410,,Paper,Air,80.0,0.5,2.44,0.05,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PL-50,Nomex 710 fabric,Textile,Nomex 710,,Plain,Air,150.0,0.05,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PL-100,Nomex 710 fabric,Textile,Nomex 710,,Plain,Air,150.0,0.1,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PL-200,Nomex 710 fabric,Textile,Nomex 710,,Plain,Air,150.0,0.2,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PL-500,Nomex 710 fabric,Textile,Nomex 710,,Plain,Air,150.0,0.5,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-TW-50,Nomex 710 fabric,Textile,Nomex 710,,Twill,Air,180.0,0.05,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-TW-100,Nomex 710 fabric,Textile,Nomex 710,,Twill,Air,180.0,0.1,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-TW-200,Nomex 710 fabric,Textile,Nomex 710,,Twill,Air,180.0,0.2,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-TW-500,Nomex 710 fabric,Textile,Nomex 710,,Twill,Air,180.0,0.5,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-RI-50,Nomex 710 fabric,Textile,Nomex 710,,Ripstop,Air,160.0,0.05,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-RI-100,Nomex 710 fabric,Textile,Nomex 710,,Ripstop,Air,160.0,0.1,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-RI-200,Nomex 710 fabric,Textile,Nomex 710,,Ripstop,Air,160.0,0.2,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-RI-500,Nomex 710 fabric,Textile,Nomex 710,,Ripstop,Air,160.0,0.5,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-UD-50,Nomex 710 fabric,Textile,Nomex 710,,UD,Air,120.0,0.05,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-UD-100,Nomex 710 fabric,Textile,Nomex 710,,UD,Air,120.0,0.1,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-UD-200,Nomex 710 fabric,Textile,Nomex 710,,UD,Air,120.0,0.2,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-UD-500,Nomex 710 fabric,Textile,Nomex 710,,UD,Air,120.0,0.5,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-NO-50,Nomex 710 fabric,Textile,Nomex 710,,Nonwoven,Air,100.0,0.05,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-NO-100,Nomex 710 fabric,Textile,Nomex 710,,Nonwoven,Air,100.0,0.1,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-NO-200,Nomex 710 fabric,Textile,Nomex 710,,Nonwoven,Air,100.0,0.2,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-NO-500,Nomex 710 fabric,Textile,Nomex 710,,Nonwoven,Air,100.0,0.5,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PA-50,Nomex 710 fabric,Textile,Nomex 710,,Paper,Air,80.0,0.05,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PA-100,Nomex 710 fabric,Textile,Nomex 710,,Paper,Air,80.0,0.1,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PA-200,Nomex 710 fabric,Textile,Nomex 710,,Paper,Air,80.0,0.2,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-NOMEX_710-PA-500,Nomex 710 fabric,Textile,Nomex 710,,Paper,Air,80.0,0.5,,,Pass,0.11,,,,1100,,,,0.11,,,Representative values; verify per supplier grade.,DuPont
HP-ZYLON_PBO-PL-50,Zylon (PBO) fabric,Textile,Zylon (PBO),,Plain,Air,150.0,0.05,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PL-100,Zylon (PBO) fabric,Textile,Zylon (PBO),,Plain,Air,150.0,0.1,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PL-200,Zylon (PBO) fabric,Textile,Zylon (PBO),,Plain,Air,150.0,0.2,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PL-500,Zylon (PBO) fabric,Textile,Zylon (PBO),,Plain,Air,150.0,0.5,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-TW-50,Zylon (PBO) fabric,Textile,Zylon (PBO),,Twill,Air,180.0,0.05,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-TW-100,Zylon (PBO) fabric,Textile,Zylon (PBO),,Twill,Air,180.0,0.1,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-TW-200,Zylon (PBO) fabric,Textile,Zylon (PBO),,Twill,Air,180.0,0.2,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-TW-500,Zylon (PBO) fabric,Textile,Zylon (PBO),,Twill,Air,180.0,0.5,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-RI-50,Zylon (PBO) fabric,Textile,Zylon (PBO),,Ripstop,Air,160.0,0.05,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-RI-100,Zylon (PBO) fabric,Textile,Zylon (PBO),,Ripstop,Air,160.0,0.1,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-RI-200,Zylon (PBO) fabric,Textile,Zylon (PBO),,Ripstop,Air,160.0,0.2,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-RI-500,Zylon (PBO) fabric,Textile,Zylon (PBO),,Ripstop,Air,160.0,0.5,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-UD-50,Zylon (PBO) fabric,Textile,Zylon (PBO),,UD,Air,120.0,0.05,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-UD-100,Zylon (PBO) fabric,Textile,Zylon (PBO),,UD,Air,120.0,0.1,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-UD-200,Zylon (PBO) fabric,Textile,Zylon (PBO),,UD,Air,120.0,0.2,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-UD-500,Zylon (PBO) fabric,Textile,Zylon (PBO),,UD,Air,120.0,0.5,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-NO-50,Zylon (PBO) fabric,Textile,Zylon (PBO),,Nonwoven,Air,100.0,0.05,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-NO-100,Zylon (PBO) fabric,Textile,Zylon (PBO),,Nonwoven,Air,100.0,0.1,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-NO-200,Zylon (PBO) fabric,Textile,Zylon (PBO),,Nonwoven,Air,100.0,0.2,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-NO-500,Zylon (PBO) fabric,Textile,Zylon (PBO),,Nonwoven,Air,100.0,0.5,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PA-50,Zylon (PBO) fabric,Textile,Zylon (PBO),,Paper,Air,80.0,0.05,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PA-100,Zylon (PBO) fabric,Textile,Zylon (PBO),,Paper,Air,80.0,0.1,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PA-200,Zylon (PBO) fabric,Textile,Zylon (PBO),,Paper,Air,80.0,0.2,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-ZYLON_PBO-PA-500,Zylon (PBO) fabric,Textile,Zylon (PBO),,Paper,Air,80.0,0.5,,,Pass,0.08,,5800,180,1540,,,,0.08,,,Representative values; verify per supplier grade.,Toyobo
HP-VECTRAN_LCP-PL-50,Vectran (LCP) fabric,Textile,Vectran (LCP),,Plain,Air,150.0,0.05,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PL-100,Vectran (LCP) fabric,Textile,Vectran (LCP),,Plain,Air,150.0,0.1,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PL-200,Vectran (LCP) fabric,Textile,Vectran (LCP),,Plain,Air,150.0,0.2,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PL-500,Vectran (LCP) fabric,Textile,Vectran (LCP),,Plain,Air,150.0,0.5,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-TW-50,Vectran (LCP) fabric,Textile,Vectran (LCP),,Twill,Air,180.0,0.05,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-TW-100,Vectran (LCP) fabric,Textile,Vectran (LCP),,Twill,Air,180.0,0.1,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-TW-200,Vectran (LCP) fabric,Textile,Vectran (LCP),,Twill,Air,180.0,0.2,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-TW-500,Vectran (LCP) fabric,Textile,Vectran (LCP),,Twill,Air,180.0,0.5,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-RI-50,Vectran (LCP) fabric,Textile,Vectran (LCP),,Ripstop,Air,160.0,0.05,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-RI-100,Vectran (LCP) fabric,Textile,Vectran (LCP),,Ripstop,Air,160.0,0.1,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-RI-200,Vectran (LCP) fabric,Textile,Vectran (LCP),,Ripstop,Air,160.0,0.2,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-RI-500,Vectran (LCP) fabric,Textile,Vectran (LCP),,Ripstop,Air,160.0,0.5,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-UD-50,Vectran (LCP) fabric,Textile,Vectran (LCP),,UD,Air,120.0,0.05,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-UD-100,Vectran (LCP) fabric,Textile,Vectran (LCP),,UD,Air,120.0,0.1,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-UD-200,Vectran (LCP) fabric,Textile,Vectran (LCP),,UD,Air,120.0,0.2,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-UD-500,Vectran (LCP) fabric,Textile,Vectran (LCP),,UD,Air,120.0,0.5,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-NO-50,Vectran (LCP) fabric,Textile,Vectran (LCP),,Nonwoven,Air,100.0,0.05,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-NO-100,Vectran (LCP) fabric,Textile,Vectran (LCP),,Nonwoven,Air,100.0,0.1,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-NO-200,Vectran (LCP) fabric,Textile,Vectran (LCP),,Nonwoven,Air,100.0,0.2,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-NO-500,Vectran (LCP) fabric,Textile,Vectran (LCP),,Nonwoven,Air,100.0,0.5,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PA-50,Vectran (LCP) fabric,Textile,Vectran (LCP),,Paper,Air,80.0,0.05,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PA-100,Vectran (LCP) fabric,Textile,Vectran (LCP),,Paper,Air,80.0,0.1,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PA-200,Vectran (LCP) fabric,Textile,Vectran (LCP),,Paper,Air,80.0,0.2,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-VECTRAN_LCP-PA-500,Vectran (LCP) fabric,Textile,Vectran (LCP),,Paper,Air,80.0,0.5,,,Pass,0.28,,1100,52,1410,,,,0.28,,,Representative values; verify per supplier grade.,Kuraray
HP-UHMWPE_DYNEEMA-PL-50,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Plain,Air,150.0,0.05,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PL-100,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Plain,Air,150.0,0.1,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PL-200,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Plain,Air,150.0,0.2,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PL-500,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Plain,Air,150.0,0.5,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-TW-50,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Twill,Air,180.0,0.05,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-TW-100,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Twill,Air,180.0,0.1,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-TW-200,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Twill,Air,180.0,0.2,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-TW-500,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Twill,Air,180.0,0.5,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-RI-50,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Ripstop,Air,160.0,0.05,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-RI-100,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Ripstop,Air,160.0,0.1,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-RI-200,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Ripstop,Air,160.0,0.2,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-RI-500,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Ripstop,Air,160.0,0.5,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-UD-50,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,UD,Air,120.0,0.05,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-UD-100,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,UD,Air,120.0,0.1,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-UD-200,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,UD,Air,120.0,0.2,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-UD-500,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,UD,Air,120.0,0.5,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-NO-50,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Nonwoven,Air,100.0,0.05,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-NO-100,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Nonwoven,Air,100.0,0.1,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-NO-200,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Nonwoven,Air,100.0,0.2,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-NO-500,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Nonwoven,Air,100.0,0.5,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PA-50,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Paper,Air,80.0,0.05,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PA-100,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Paper,Air,80.0,0.1,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PA-200,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Paper,Air,80.0,0.2,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-UHMWPE_DYNEEMA-PA-500,UHMWPE (Dyneema) fabric,Textile,UHMWPE (Dyneema),,Paper,Air,80.0,0.5,,,Self-extinguishing,0.45,,3800,125,980,,,,0.45,,,Representative values; verify per supplier grade.,DSM
HP-PBI-PL-50,PBI fabric,Textile,PBI,,Plain,Air,150.0,0.05,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PL-100,PBI fabric,Textile,PBI,,Plain,Air,150.0,0.1,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PL-200,PBI fabric,Textile,PBI,,Plain,Air,150.0,0.2,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-PL-500,PBI fabric,Textile,PBI,,Plain,Air,150.0,0.5,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
HP-PBI-TW-50,PBI fabric,Textile,PBI,,Twill,Air,180.0,0.05,,,Pass,0.2,,,,1530,,,,0.2,,,Representative values; verify per supplier grade.,PBI fabrics
